ClusterID,Classification,Waveform Duration (μs),Mean Firing Rate (Hz),Mean Autocorrelation
39,Non-somatic,700.0,1.2818863169636396,14.13294001966435
40,Non-somatic,1166.6666666666667,1.1544973132128973,14.943236074271521
41,Pyramidal Neuron,766.6666666666667,1.2559673421745277,15.811197466892343
108,Other,433.3333333333333,3.987661844682331,22.959662995388495
109,Pyramidal Neuron,566.6666666666667,8.035985119722158,22.06332929619272
110,Pyramidal Neuron,733.3333333333334,1.0657110378714707,14.972474104258914
111,Pyramidal Neuron,633.3333333333333,1.3138714347885014,16.063166057382897
112,Pyramidal Neuron,633.3333333333333,1.182346424422475,17.08618464375013
113,Other,200.0,7.183416289424982,23.505378307731373
116,Non-somatic,366.6666666666667,0.7739847046067835,15.283655394527834
117,Other,200.0,6.892241423708999,22.343938864966404
118,Pyramidal Neuron,633.3333333333333,1.7114795374044551,17.409018612519613
119,Other,166.66666666666666,12.191293099210661,22.575667206915053
120,Non-somatic,0.0,0.2318921042302476,13.44897689768687
122,Pyramidal Neuron,533.3333333333334,2.4975965280827377,23.866252525253973
123,Other,400.0,1.3601947088796804,22.84126679463486
150,Other,366.6666666666667,3.192445639450424,25.902285124570337
151,Pyramidal Neuron,766.6666666666667,5.080946259989028,22.21361221779446
152,Other,200.0,9.283404714891766,23.77565337681055
153,Other,200.0,9.389286484243033,23.664718630354116
154,Non-somatic,666.6666666666666,0.262498553183348,17.534911242595562
198,Pyramidal Neuron,633.3333333333333,0.2354766432968269,12.541624790617027
199,Pyramidal Neuron,600.0,0.20569739566678322,11.408454608454099
200,Pyramidal Neuron,633.3333333333333,0.8771091362145274,12.5001493930897
201,Pyramidal Neuron,733.3333333333334,0.09044067798754007,17.771428571475465
202,Non-somatic,266.6666666666667,0.2597412154398255,19.982539682531193
204,Other,433.3333333333333,3.2307726340853873,24.94923911605623
208,Other,300.0,0.09843695744375551,45.13333333341052
209,Other,200.0,0.781980984062999,24.64942528733831
210,Other,200.0,0.9030281110036394,22.694316436246208
211,Pyramidal Neuron,633.3333333333333,0.09926415876681229,16.272916666698833
217,Pyramidal Neuron,633.3333333333333,0.11966845806887925,10.847177419356907
218,Non-somatic,700.0,0.16626746593441058,18.393236714967443
228,Non-somatic,733.3333333333334,9.790754859699918,28.947195452084685
237,Non-somatic,833.3333333333334,1.0568875570921985,14.776239700374072
3,Non-somatic,766.6666666666667,3.8969454329204387,14.721300966793738
7,Non-somatic,666.6666666666666,0.9237081440800587,14.685311968921612
10,Pyramidal Neuron,633.3333333333333,3.8390413403064647,22.10601932367027
11,Pyramidal Neuron,666.6666666666666,5.2144014067755196,17.98214506889737
78,Pyramidal Neuron,633.3333333333333,0.316266639182038,11.442919708023284
79,Pyramidal Neuron,633.3333333333333,0.39678090129289684,15.695993031359608
80,Other,333.3333333333333,7.050512610187194,23.811327742077818
81,Other,100.0,7.772107897667049,23.397704361709767
82,Pyramidal Neuron,533.3333333333334,0.2423699876556333,12.977934272301484
83,Other,500.0,0.24485159162480363,12.91689320388337
85,FSI,200.0,35.250632914515506,17.76250940888931
86,Pyramidal Neuron,600.0,1.0033952048678607,13.21426704015084
87,Non-somatic,666.6666666666666,0.2208627532561573,12.550439486143862
90,Non-somatic,266.6666666666667,0.24567879294786038,13.027427019691475
91,Other,266.6666666666667,5.86458164669814,22.5310097225939
92,Other,233.33333333333334,13.51205787835797,20.87259582896399
93,Non-somatic,0.0,1.684457627517934,14.551072401943497
94,FSI,333.3333333333333,48.786955365016475,14.660509169785836
96,Other,466.6666666666667,1.611388177314586,20.913924050630936
98,Pyramidal Neuron,566.6666666666667,4.959623399274035,27.936581013558907
99,Pyramidal Neuron,733.3333333333334,1.2556916084001752,21.75454545454625
138,Non-somatic,466.6666666666667,3.7028288557764504,26.508957415562882
140,Pyramidal Neuron,533.3333333333334,20.15393303495512,18.886881352380275
166,Pyramidal Neuron,566.6666666666667,12.774745765740036,24.4096176821981
167,Pyramidal Neuron,633.3333333333333,4.342806946048038,22.237663164596135
168,Pyramidal Neuron,666.6666666666666,8.00427573567165,23.470465779736305
170,Pyramidal Neuron,666.6666666666666,12.186605625046672,24.18574812720172
171,Pyramidal Neuron,600.0,0.3181967756025038,26.867948717918573
172,Pyramidal Neuron,633.3333333333333,16.228862757050752,23.529715707925877
173,Pyramidal Neuron,633.3333333333333,14.49835758921599,23.040387004596248
189,Pyramidal Neuron,733.3333333333334,0.8528445640715289,13.099410503749587
190,Non-somatic,766.6666666666667,1.7076192645635235,13.632084076940115
191,Pyramidal Neuron,666.6666666666666,2.5521918154044845,12.610279355243346
193,Non-somatic,666.6666666666666,0.543195535473945,14.007809110629221
194,Other,266.6666666666667,2.8607379089046594,23.04928707224279
212,Pyramidal Neuron,533.3333333333334,13.304154612496369,23.05252160453963
213,Pyramidal Neuron,600.0,1.2303241011597676,27.023943661967703
223,Non-somatic,466.6666666666667,6.6915072359805565,27.48761639770058
224,Pyramidal Neuron,633.3333333333333,0.9661711453303062,12.251944943152015
226,Non-somatic,666.6666666666666,1.2096440680833485,15.51392538891807
230,Non-somatic,700.0,0.42463001250247473,13.368656716421427
232,Pyramidal Neuron,633.3333333333333,0.22058701948180506,20.26891891892958
236,Pyramidal Neuron,700.0,2.831234395048968,9.99858010184064
19,Other,233.33333333333334,2.9522815219896086,23.885580524343517
65,Other,433.3333333333333,29.93365854368095,20.695920883560927
66,Other,333.3333333333333,23.076159575540334,22.065309412288627
67,FSI,133.33333333333334,53.65724102140038,14.759148415827026
72,Non-somatic,700.0,1.088596941142708,16.28385131017519
101,Non-somatic,733.3333333333334,9.082394793388971,14.900669344043614
103,Non-somatic,633.3333333333333,1.6138697812837564,13.015886004516018
106,Pyramidal Neuron,700.0,3.821945846296625,18.459640039447756
107,Other,266.6666666666667,5.647854900057267,22.737018452572258
188,Non-somatic,0.0,2.8326130639207294,13.609231776516273
195,Pyramidal Neuron,700.0,1.085563869624833,18.303906836957655
196,FSI,100.0,30.146800751255242,19.02016596841741
197,Pyramidal Neuron,666.6666666666666,1.2915369990659686,15.94758922980585
215,Pyramidal Neuron,633.3333333333333,0.1806056222007279,14.404245283004352
216,Pyramidal Neuron,666.6666666666666,2.5532947505018937,16.700431324975764
220,Pyramidal Neuron,700.0,2.896031832021748,12.3663823639066
227,Pyramidal Neuron,633.3333333333333,0.579868127462795,13.091315889264356
235,Non-somatic,733.3333333333334,0.7364849112948767,16.11909233177309
0,Other,266.6666666666667,5.981217033249145,21.63893721119968
1,Other,400.0,8.414016124359103,24.80656126481998
16,FSI,200.0,67.92646384412964,12.463257003681557
43,Pyramidal Neuron,600.0,8.090580407043905,24.601175695269102
44,Pyramidal Neuron,700.0,5.063575032204835,15.168675733714927
52,Non-somatic,0.0,4.333983465268765,15.13964155363134
54,Non-somatic,633.3333333333333,2.041532865304106,13.186017897091407
55,Pyramidal Neuron,900.0,2.6362906165819227,17.87725137039785
56,Pyramidal Neuron,766.6666666666667,4.030124845932579,18.431121407687762
57,Non-somatic,633.3333333333333,3.2266366274701035,11.992076318741514
60,FSI,266.6666666666667,38.84758000094069,16.235766860754943
63,FSI,200.0,44.17806532671851,15.899744179562175
64,Pyramidal Neuron,700.0,6.7924257973934825,15.117823035323738
69,Other,266.6666666666667,8.287454321931417,22.63977881458455
222,Pyramidal Neuron,700.0,1.9033902443536255,12.03924745462478
233,Other,266.6666666666667,29.9275924006452,17.455033983892985
